,video_id,comments
272,0UIIfiL5aDQ,"['Malaya biasawae', '0\n\nEemwkwkwwkskslskwpa mp,wmwmwkkla(-(#?# ?+)+1₩#₩×)@₩#)#', 'AKu  Izza. UPin Ipin,,', 'Selamat hari maleisya kawan kawan', 'Kita se indonesia \nmengucapkan \nselamat hari malaysia', 'Saya orang Indonesia tetapi sy suka sekali dengan Malaysia SELAMAT HARI MALAYSIA.......!😁🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨', 'Indonesia dan Malaysa bersatu merdeka  like y 👍', 'Indonesia dan malaysia bertetangga', 'Kita harus menghormati negara  lain dan berdamain saya meng hormati negara malaysia', 'Assalamualaikum saya dari indonesia untuk komentar karna upin dan ipin tidak pernah masuk sd tolong di baca']"
273,WKT7MxOJ2Bg,"['เรียนรู้ภาษาท้องถิ่น', 'แนวชนบทอบอุ่ย', 'msih Trailer......', 'sedih sgguh produksi msia, tp org msia xleh tgk, yg upin ipin kt astro tu pun asyik ulang ep lame je..hmmm...nasib bdn laaaa😔', 'MNCTV = Malaysia Network Center Television', 'Anjing cuma iklan', 'Teaser rupa nyee', 'Yeayyy', 'Kok film nyapada zaman dahulu chanel nya tapi upin ipin', 'Hari minggu ada gak jaman dahulu. Yang baru aku suka banget']"
274,n83D_6AEMgM,"['🦄', 'Ini cerita dongeng Malaysia, harap maklum', 'Wow keren banget,aq mau jadi kreator menggambar nya 😃', 'Salam indonesia', 'Wow.. awesome.. hebat pelukis nya.. cantik bawang putih bawang merah', 'Bawang merah bawang putih cerita Indonesia woy', 'Heeehh punya Indonesia itu', 'K.cDdQ qaa', ""hadoh pengen ke studio Les' Copaque .. apakah bisa?? saya dari animator indonesia pengen belajar hoho.\nsalam animasi"", 'asGg']"
275,35yCyx-0_H8,"['EOWE🇲🇾', 'Selamat hari kebangsaan ❤️🇲🇾\n\nSalam dari Indonesia', 'Malaysia Antek Imperialis', 'Bagus', 'Uh.....says take tahu apa ialah Selamat hari kebangsaan meaning..', 'Keren', '14 years ago Aug 17 2007', 'Indonesia 1945 Tahun 45\nMalaysia 1957 Tahun 74', 'My are welcome upin ipin malaysian', 'ini yg di tiktok kah']"
276,hoiAY1wKXe0,"['Penjelasan, tak ada Mak dan Abah apakah Upin Ipin bisa masuk syurga?\n\nhttps://youtu.be/yBA7GAuVrew \n\nSemoga bermanfaat', '.. Mm i', '💖💖💖💖💖', 'Ada yg tau umur upin ipin ga??? Soalnya yg Nonton upin ipin drmh bukan anak kecil lagi,,Semua umur 😁😁😁😁', 'Itu lokasi nya dimana?', 'Assalamualaikum wr wb  Saya dari Indonesia saya islam salam malaysia saya suka malaysia dan Indonesia dan Palestina', 'HADAPAN MENINGGALKAN MALAYSIA HEHE, GREETINGS DARI INDONESIA', 'Good', 'Ber kembang lah les copaque ni by indonesia', '😇😇😇']"
277,5orBwfqILIU,"['upin & ipin the lone gibbon kris disney channel end titles', 'upin & ipin the lone gibbon kris disney channel opening', 'disney channel upin & ipin the lone gibbon kris', 'your welcome upin ipin 😍', 'indonesia + malaysia = sahabat sejati', 'Kapan di aploud di youtube', 'Tolong jaga keaslian budaya kita di malaysia', 'Halo salam dari indonesia🇲🇨🇲🇨', 'Animasinya mantap gusy animatornya juga keren', 'Sama sama']"
278,Y2gI1fuTNhM,"['Sebelumnya Sahabat Perkalian Salah Satu', 'Upin Ipin', 'Upin ipin bila nak besar', 'Namanya kok amar', 'teman teman tau gak nama aslinya upin ipin', 'Lebih comel', 'Kak Ros skrg cantik', 'Aku suka upin dan ipin', 'Yifjhh', '🤪❤']"
279,lN9A3va75CM,"['Wow', 'Do have any upin ipin store in kuala lumpur? I am vietnamese', 'Guys, Om dan Tante, Jangan Lupa untuk mampir ke channel nya Zahra dan tonton video nya serta subscribe, Like, share & comment...\n\nTerimakasih..🙂🙏🏿🙏🏿\n\nZahra\n\nhttps://youtu.be/6lyUNYlhOqo', 'Aku minta maaf kepada anggota Upin Ipin kalau ada salah', 'Big Fan of Upin and Ipin...\nSmall Youtuber here!\nPlease lets support one another.\nGod bless...🙏', 'Aku anak Indonesia bukan Malaysia', '👏👏👏👏', 'Upin ipin, mending pindah ke RTV aja pin. Jangan di MNC lagi. Itu MNC Group skarang mata duitan, gak cukup duit dari iklan doang. Malah program nya skrg enskripsi. Jadi tak dapat lagi kami nonton upin ipin.', 'Aku suka, bagus ya buku nya', 'Love Ipin Upin']"
280,OFQRLIYqw28,"['Aww.. belalang is my fav character di  movie Keris Siamang Tunggal', '!!', 'Kenapa upin ipin saya tgk jarang saya jumpa kt tv malaysia.. Asyik indon jerrrr.... Padahal malaysia yg buat.. 😭😭.. 😂😂', 'Bagus ceritanya', 'Mantap video ye kak, semoga bermanfaat anak saya suka, sukses selalu...mohon suport ye kak ke channel kita', 'Les copaque seringkan membuat video pada zaman dahulu dah kangen ni asik asik upin ipin kapan nih pada zaman dahulu', ""Tim les'copaque tolong film upin ipin keris siamang tunggal tayang full movie di mnc tv di indonesia  terima kasih wassalamualaikum wr.wb"", 'Makasih telah membuatkan film keris siamang tunggal saya sangat suka fidio tu terima kasih', 'cerita p. Ramlee.. 👍👍👍👍', 'Semoga banyak Yang subscribe channel saya ^^°']"
281,CIvNvm3R0zY,"['mantep banget nulis nya tangan kiri❤', 'Pliss Subscribe chhannelku', 'Cantiknya  semua', 'keren lah gue berumur 7 masih nonton upin ipin', 'Padahal aku umur 12 thn dan adik ku 10 knp masih suka upin ipin ya  ..dari ku tk aku suka', 'Hai upin ipin hello', 'ko nulis ya pake tagan kiri', 'Hahaha padan muka upin ipin down skarang boboiboy dan ejen ali dah up', 'Bang karnival ultraman', 'Cuman di sombong aja']"
282,gMVTlDsMmZ4,"['Nb', 'Mantap....', 'Kalau sudah 60 jt subcribe keris siamang tunggal main di tv ya', 'Hai,nama saya Clara,salam kenal dari indonesia🇲🇨', 'Mana satu re ri dengan ang', 'Sama upin ipin belum naik kalas sd kapan besar nye', 'Kapan aploud utraman ribu ke 3', 're ri ang itu lalat ya', 'DVD upin ipin keris siamang tunggal bila ada?', 'Subscriber nya dari Indonesia semua bukan dari malaysia']"
283,aIFYxCLprYc,"[""Buku Konsep Seni & Visual Filem Animasi PERTAMA terbitan Malaysia!\r Anda sudah menonton filem Upin & Ipin Keris Siamang Tunggal? Ingin tahu bagaimanakah filem ini dihasilkan?\n\n\r\nBuku ini memaparkan konsep seni luar biasa yang direka oleh tenaga muda Les' Copaque Production, penuh inovatif dan kreatif.\r Tempahan kini dibuka di website kami www.upinipinstore.com atau whatsapp ke 011 5644 3390."", 'Dggtggugfu! $-_466-&7!!!', 'First', 'Beli dimana tu', 'Pingin....', 'Coba buat film upin ipin keris siamang tunggal full movie di youtube', '😁😁😁😁😁😁', 'Bagus', 'Kawan2 jom subscribe channel YouTube sya', 'Pengen bangeeeettt']"
284,ZqOpLJsqZvY,"['🤩', 'APAAN INI HAH?! CUMAN GAMBAR! SAYA BISA JUGA KALI!?', 'Bila nak keluar CD Upin&Ipin Keris Siamang Tunggal ?', 'Yang udah nonton film\n#upinipinkerissiamangtunggal\nLike', 'Saya dari Indonesia mau tanya saat atuk bilang keris siamang tunggal itu dikasih sama satu orang tua tapi siapa orang tua tu kenapa dia bisa mengangkat keristu', 'siapa disini yang masih besar tapi slalu nonton UPIN & IPIN #LIKE', 'Subhanallah... melukis memakai tangan kiri... 😍😍😍', 'Wah hebat banget', ""Hai guys i'm from filiphina,i like movie upin&ipin and good bless u upin & ipin\nGreting everyone☺"", 'Upin Ipin selalu dihati']"
285,2Ow1K57jH2o,"['Penjelasan, tak ada Mak dan Abah apakah Upin Ipin bisa masuk syurga?\n\nhttps://youtu.be/yBA7GAuVrew \n\nSemoga bermanfaat', 'gbg b b cb😋🤐🤐🤐😜😛😜', 'Asalamualaikum', 'Salam aku indo', 'Tolong ya yang membuat animasi Upin Ipin untuk mempertemukan cekgu jasmi', 'Saya penggemar upin dan ipin...trimskasih lets copaque production', 'Kapan upin ipin kris simang tunggal tayang di tv atu di youtube??!!! \nTolong di jawab', 'hai,, saye risman dari indonesia \n\nupin ipin tuhh comelll macam bayi, saye suka saye suka.\n\naku na tengok lagi film upin ipin.', 'enak sekali salam dari aceh', 'Aku dari indonesia aku main mobile legend aku suka']"
286,Hqk9yNbOk-o,"['Kenape raja bersiong bisa menjadi Reriang?', 'cerita itu tipu', 'basu', 'MIRIP RAJA DEWATA CENGKAR', 'Lagi tentang si tanggang', 'Rttyyf5', 'Ohh macam tu', 'Myherb2u', 'Terim kasih untuk cerita nya... Sangat membantu', 'P']"
287,OkKegu46reo,"['cool bingitss', 'Wah bagus kok gambarnya bang😍', 'Salah aku tulis keris gambarya', 'Gambar keeis dong', 'Jzin', 'Gobok kau najing', '1000 juta subscribe untuk keris siamang tunggal main di TV ya', 'Assalmualaikum kak  ini watak nya si mat jenin # salam dari idonesia bandung', 'Keren bisa menggambar pakai tangan kiri sedangkan gw tangan kanan aja belum lancar apalagi kiri😞', 'Bagus nye aku pun tak bisa gambar macem tu ^^ tapi usahain aje lah biar di tengok cantik,\n(Salam indonesia)']"
288,ZOUpNPNBRqo,"['Mat jenin ni sebenarnya otak seorang pelabur. Kisah dia ni elok dijadikan panduan untuk orang2 yang nak mula berjinak-jinak dengan dunia perniagaan.', 'Next', '😍😍😍😍😍😍😘😘😘🤩🤩🤩😎😎', 'Is my HUSbu IS MY boyfriend', 'Mat jenin kata kalau dia nak kawin dengan anak raja padahal dia yang raja😃', 'Sama  latu  dengan  saya  selalu  berangan  waktu  masa  lapang  berangan  jadi  olimpik  juara  bertahan  dalam  badminton  la  padahal  sendiri  tak  pandai  main  badminton', 'HAHAHAHHA TENGOK MUKA DIA KAT SITU AHAHAHAHHAHA 🤣🤣🤣🤣🤣', '5 komen je', 'Eh Kenapa skit je komen ni', '4']"
289,txyGbp7q2DM,"['Kenapa gambarnya pakai tangan kiri', 'Terbaiklah', 'Kreatif nya', 'lukis pakai tangan kiri\n\n\n\n\n\n\n\nbtw salam indo', 'Tutoriall', 'I love you upin ipin dan kawan kawan\nGambar tu kayaknye susah\nBtw aku dari Indonesia', 'Terus berkarya ya.. Agar boleh memajukan negara Malaysia', 'Bagus Gambarnya ,berkarya selalu ya salam dari indonesia...', 'Eh kalo  gambar orang di akhiratnya harus dihidupkan menjadi manusia yang benar/setuju like ya', 'DANisH']"
290,-R0A6lXBcDg,"['First yay', 'UPIN IPIN TERBAIK', 'Where the fridge did this thing come from?', 'Oh iya aku mau nanya mat Jenin itu pahlawan Malaysia ya', 'Oi bodo bila movie upin ipin keluar dkt Blu-ray or dvd hah.. lama btul  tunggu..😠😠😠😠😠😠', 'memang padu', 'Udah ada dvd nya belum,tayangin dong yang full di you tube dan adakan dong di tv plissss.', 'Upin & ipin', 'Indonesia disini', 'Alah kapen upin&ipin  siamang  tunggal  flim']"
291,ftfSyK-6wkw,"['Tolong tanyangkan lagi Besok saat di bulan ramadhan ya min', 'Kito ni ore klate', 'Kalu dio buleh', 'P', 'Iiii8889', 'lvjnhajssjsjjsjsjjjdhehsjsjakwjsjwjwkajsjjwiwiiwiwiwiwikskskskjsjsjjsjsjsjjeisidieisiisjsjsiddjdidjdjdjdjdjdksksjdjdjdjdjdjmdmdmdkjdjdjdjdjdjjdndndnfhdhjdjdmxkdkkzkdmdjxjjdjxjjxjdjdjxjcjjdjdjjdjxjdjsjjsjsjajsjsjxkzjjsjssjksjsjsjsjkzkksjajajjsjakakajsjskzkkzkzkzjjsjsjjjiikokzjkkkjkkkkkkkzl\nz\n\n\n\n\nikskjsjsjjsjdjddjjd', '😄', 'oke', 'Tontonan yang dapat diambil dari video ini adalah belajar mengajilah dari sejak dini karena mengaji itu termasuk kewajiban kita menuntut ilmu agar jikalau besar nanti kita terbiasa menuntut ilmu', '🤣🤣🤣🤚']"
292,OMcz5VdOtz8,"['❤❤❤❤❤❤❤❤', 'Selamat hari raya salam dari malaysia', 'Salam Melayu Pelalawan,Riau, Indonesia 🇮🇩😄', 'selamat hari raya semua saya dari indonesia', 'Hey pencuri adat indonesia.malaysia bangsat', 'Upload more english version please 😔', 'Ijat dzui devi KST', 'Episode upin ipin 13', 'Abang kapan upin ipin siamang tunggal tayang di tv atau youtube', 'maaf saya kok udah cari film keris  siamang tunggal tidk ada kok']"
293,iPtvxhf0PlI,"['Seharusnya kami yang berterima kasih karena telah membuat kami terhibur🥰🗿', 'Termasuk indonesia', 'Siapa support upon Ipin dari kecil', 'Sya selalu mendukung upin ipin tolong lah buat kan fidio yg seru lagi seperti tu 😄😄😄😄', 'Salam dari Indonesia saya jadi terharu dari kecil sering nonton😭\n\n\n\n\n\n\n\n*SEMOGA BERJAYA*', 'Salam dari Indonesia susanti kapan pulang ke jakarta', 'Iye lah sama same', 'Saya orang indonesia', 'Aku belum nonton,hari nak nonton film dah tak tayang\n:(:(:(', 'Saya Dari Indonesia Juga Suka']"
294,ZuXZRehfuNE,"['Saya', 'Siapa yang selalu ingat nabi', 'siapa sayang Allah', 'Allah swt  cinta nabi', 'yuiohzcj', 'SAYA BOLEH AMBIL VIDEO MU? AKU NOOB', 'Me love nabi and allah upin & ipin islam yes', 'Saya orang Indonesia saya suka nabi dan allah', 'yey bentar lagi kita menjelang puasa Ramaddan🎉😁', 'Ok']"
295,M6zTH6kgQLQ,"['ya ampun aku aja suka nya nonton film Upin ipin keris siamang tunggal 🙏🙏🙏😊😊😊🤲🤲🤲', 'Aku pasti tunggu semua video Upin Ipin 👍🤩🤩😍👍', 'Bagus banget lagunya tapi melihatnya sedih karena mereka  nggak punya orang tua 😭', 'Flm Upin Ipin ku suka bgt gara2 lagu ini...salam dari Indonesia..Kris siamang tunggal episode faforite ku', 'Body ernie memang meletop', 'Kalo di indonesia bawah putih itu baik sedangkan bawah merah itu jahat..terbalik..bukankah warna putih melambangkan kebaikan', 'Pasti susah ye kak', 'mana bawang putih?', 'Bawang merah & \nBawang putih di indonesia sama  malaysia berbeza\nDi malaysia\nBawang merah \nAdalah watak  baik kan\nDi indonesia\nBawang merah\n Adalah watak jahat kan👱👩\n👩👱👍👍', 'bisa pake bahasa indonesiakaj']"
296,A7xyIz_h2Xo,"['Memang kt indo panggil ipin Upin ke😂', 'Wow bisa ke Indonesia best Nye', 'GG Ke Jakarta Cok', 'Kartun malaysia lagi bagus dari Indonesia', 'Malaysia ke indonisia', 'Says suka upon upon sebab dlm bahasa Malaysia', 'Memang luar biasa 🥰🥰', '🥰', 'Saya kasih 2000 🌟', 'Saya kasih 2000 🌟']"
297,gpce1BrA2Gw,"['Bagus Lagunya', 'Anjir bagus lagu nya', 'Paling epic saat bagian tanggang', 'zee😊😊', 'Kelazzz', 'Ggggggggggggggggg😎😎😎😎😎😎', '', 'Aku sedih yang akhir dan di TV udh ada Upin&Ipin yang lama', 'wah lagunya mantap poll😎🤤', 'AKU/😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍']"
298,6gdJ5nIXRb0,"['👍👍👍👍👍👍👍👍👍👍👍👍', 'Memag ada keris ya', 'Waktu upin ipin episod baru nanti lihatkan waktu sholat 5 waktuny  a  dong', 'Datuk apa lame betul film Upin Ipin keris siamang tunggal nih saya udah tunggu film nih dari tahun 2015 sampai tahun 2019 apa Sal tak jadi-jadi h hah', 'Bikin film lagi', 'Anda harus bikin lagi', 'siapa yang nonton upin ipin di bioskop', 'Semoga les copacue mencapai 100 subscribers amin', 'Suara Hj Ainon sama karakteristiknya sama opah yah..', '#upindanipin \nBELALANG \nNAHKODA RAGAM\nMAT JENIN \nINDRALOKA']"
299,0AVAtsq2C_Q,"['Les copaque bila nak buat puteri season2?', 'Wah  bagus sekali lagu', 'bawang putih siapa', 'Sya suka ipin dan bawang merah', 'Bawang    merah.   Suaranya. Lemah.  Lembut', 'Pun', 'Dan juga bawang merah dan bawang  putih', 'Eeee Comel nya upin dan ipin nii', ""Siapa yang liat tahun 2021 like'"", ""Nakhoda Ragam \n  Aku suka nakhoda Ragam, terimakasih sekali les'Copaque Production  karena membuat Filem bagus seperti Upin Ipin Keris Siamang tunggal, karena menyelamatkan dunia anak-anak agar tidak menonton sinetron 🙏🙏👍""]"
300,ImFhcEEOyLQ,"['Ѧҡȗ ʟѧһ ռѧһҡȏԁѧ яѧɢѧṃ', 'Slm dari Malaysia Sabah', 'Njirt', 'Raja bersiong dan mat Jenin ada di sini', 'Firts', 'Kak boleh tanya sedikit ta tentang raja', 'Dah pernah nengok ngak usah ngegas anjing', 'Bila nk krluar kat youtebe', 'Saya dah tengok', 'Saya dah pergi tapi nak pergilah sebab best']"
301,l3A0QLybccQ,"[',', 'Ipi lucu lah', 'Halo Upin Ipin', 'gambar, musik, cerita semua luar biasa. dipasang logo Disney pun semua pasti percaya. 👍👍', 'Masukkan di tv', '👍👍👍', 'Salam dari Indonesia ya \nAku nonton video ini tanggal 10 2019 dan  kemarin aku nonton film keris siamang tunggal di bioskop \nTanggal 9 2019 Filmnya lucu dan bagus banget yang nonton filmnya nya pasti bikin lucu deh di jamin dah', 'Kapan di tayangin d youtube', 'Selamat ramadan mohon maaf lahir dan batin', 'Yayan diti tv lah']"
302,We4Y3Z0Gclo,"['🇲🇾21.03.2019\n🇮🇩09.05.2019', 'Ndkshr\nHxjdex', 'B', 'Keren', 'Kenapa belum ada dvd nya', 'Tahun depan buat film upin ipin vs boboi boy pasti seronok', 'Aku tinggal di indonesia', 'hallo GUSY', 'Aku udah liat di MNCTV ada trailernya,dan dibawahnya ada tulisan di bioskop Indonesia', 'Aku sudah nonton seru nonton nya di bioskop makasih upin ipin 😉😉😉😀😄']"
303,tHlbnMr8Tu0,"['Tok dalang ke yang berucap mula2  tu', 'Banyak dari indo', 'Kapan ke indonesia', 'Tp menteri bwk doremon utk kt malaysia..guna upin ipin lah', 'Mascot tu nampak creepy..', 'Wow...Gempak lah...\nTapi jangan lupa jengok channel saya...', 'proud to be malaysian. one day nak jadi animator ;)', '😁👏👏👏👏👏👏👏👏👏👏👏upin ipin go global yesssssssss...!!!congratulations👍❤❤❤❤❤', 'tahniah les copaque.. bangga dengan pencapaian anak tempatan 🇲🇾🇲🇾.. teruskan usaha lagi dan lagi.. jangan mudah putus asa.. love u 😘😘', 'Bahasa cina dia saya faham']"
304,gk0PKmrcvVo,"['Yeeeeeeayy', 'Kk', '👍👍👍👍 keren', 'Harap Boboiboy the movie 2 Atau ejen Ali kalahkan rekod baru', 'hai aku dari indonesia🇮🇩\nsalam kenal malaysia🇺🇸', 'Hebat banget bagus banget\nUpin Dan ipin', 'Macam mana nak tengok kalau kat wayang dah habis', 'Bile keluar', 'Aku suka animasi upin&ipin', 'Tahniah!!!']"
305,iHy93X2YCg4,"['💯❤️🇮🇩', '🇮🇩🇮🇩🇮🇩', 'Mat jenin handsome 😍💘💘💘💘💘💘💓💓💓💓💓💓\nBawang merah cantik💓💓💓💓💓💓💓💓💓💓💓👍👍👍👍👍👍👍👍👍👍✨✨✨✨✨✨✨✨✨✨✨✨🍓🍓🍓🍓🍓🍓🍓', 'Saya suka Upin Ipin dan kawan kawan 🤭', 'Saya suka mat jenin', 'Saya suka upin', 'upin lpin 😵😵😵', '54', 'Upin', '😅😅😅😅']"
306,kaMDh7d6WvY,"['0:35 \nUpin&Ipin sudah besar', '1 000/2 000', 'SAYA\nSUKA', '😍😍😘😘😘😘😘😘', 'Kalau chenel ni tak boleh keluar movie ni kenapa pihak monsta boleh', 'Saya nak keluar kat chenel ni', 'woohoo!... ada mmcineplexes segamat!', 'bila la nak keluar cita puteri  movie (credit scene )', 'cerita best tapi sound dalam panggung masa aku layan GSC punya sistem out... bingit telinga terlampau nyaring bila karekter bercakap... aku pakai earplug hahahah bagi slow sikit bingit tu... aku tak tahu filem memang nyaring atau pawagam GSC punya sound yang problem...', 'sudah berapa kutipan min buat setakat ini? Hope successfully.']"
307,dRqtaw1mLwE,"['mau nanya doang\nkenapa make keris?\nkenapa gak make senjata malaysia aja?', 'Suaranya bagus bet', 'Keren', '2022 masih dengar lagu ini.Terbaik.', 'Lagunya keren', 'Tampan sangat 😍😍', 'Orang mana', 'Hello bang 🙏', 'Saya bangga sama razi orang indonesia', 'Saye dri melayu deli medan indonesia\nSaye bangge dngar lagu ini kental melayu nye\nSedap btul suara bng f. Rozi\nSlam serumpun melayu deli indonesia']"
308,4mpRuUn105k,"['Hi', 'Jehjejeejsiie', 'Mantap lah', 'Tahniah', 'Blh x siarkn lagu keris sakti start drp die mula nk bercerita tu ( gurindam,seloka,syair)x psti la😅.. Part yg tu sdp sngt..🙏', 'Dah tengong', 'Wow!', 'GSC', '#kerissiamangtunggal\n#upindanipin\n#kerissakti\n#buailajulaju', 'Sayang banget aku ngelewatin tayang perdana nya waktu tgl 21 maret 2019😣😣😣😩😩😩😐']"
309,l14J53gUa7g,"['Ya Allah sampe merinding denger lagu ini..', 'Sumpah enak banget lagunya,karena liat di Upin&Ipin langsung kesini buat dengerin lagi lagunya😭🇮🇩', 'Fakhrurrazi orang Brunei Darussalam yaa,dulu sering ada di Indosiar tv,sama Rina nose', 'Lagunya enak didengar bagus lagi suarannya/sesuai sama orang nya, pokok lagunya bagus banget', 'Mantap gays untuk abang ini telah nya nyi upin ipin siamal tunggal👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍', 'masyalahhhh  terbaikk 2023', 'Patut di apresiasi dan di banggakan, upin ipin sudah mulai menyayingi atau bersaing dengan film film disnep, whatever itu harus di apresiasi untuk musik latar belakang film siamang tunggal karna mampu serupa dengan film disnep, kami penggemar upin ipin dari indonesia berharap ada film baru yang di produksi dengan alur cerita dan latar belakang orkestra seperti ini', 'Sumpah lepas aku nonton keris siamang tinggal langsung suka gua terharu dan anak nya raja dia memimpin menjadi raja  dan gaada nama ko ada nama bawang merah sama bawang putih', 'Salam dari Indonesia 🙏🏻', '😊😊😊😊😊🧐😭']"
310,NROqopVqtdI,"['Ya Allah sedap sangat lagu erine Zakri', 'Maaf ye kalo profil saye same sama Abang 😁', 'Aduh sedap nya lagu erine Zakri semangat ye Abang semoga like Nye 100 RB like', 'Malaysia is good', 'Kesini gara gara anak gua nonton Upin Ipin . Haha', 'GOOSEBUMPS GOT ME', 'Lagu paling merdu', 'https://youtube.com/watch?v=MlKBwnGFPL8&si=EnSIkaIECMiOmarE : Yang Mau nyari Senandungan Kak Ros di 20:28', 'Itu lagunya ada di TV upin ipin pas upin ipin cri vidio lain 👍🗿 ada cwe naik ayunan', 'Saya Suka lagu Ini \n😊']"
311,E4_ymmBy4M4,"['Upin ipin mama azzam', 'Kenape cepat nye lagu ni', 'Zara', 'Lamanye movie ni..', '😍😍😍😍😍😉', 'Saya pernah nangis dalam wayang masa babak upin ipin pisah kat pintu masuk portal\n\nPastu saya jugak nangis babak upin ipin jumpa semula\n\nLast sekali saya nangis masa babak ibu tanggang cerita pasal tanggang\n\nSaya masa tu tengok dengan arwah adik saya :’)', '', '🤣🤣🤣🤣🤣🤣❌❌❌❌🖤🖤🖤🤍🤍🤍🤖🤖🤖🤖', 'WOW！', '#FakhrulRazi is the best.\n\n🇮🇩❤️🇲🇾\nTayang di Bioskop pada 21 Maret 2019 di Malaysia\n#UpinIpin\n#KerisSiamangTunggal']"
312,7VNEsM_2G2M,"['indo sangat suka bhakan terharu mendengar lagu dari bawang merah ni', 'dua dua ernie zakrie oenyee', 'dea', '😂😂😂🤣🤣😆😆😆😆😂😂🤣', 'Malay version: \nmerah:baik\nputih:jahat \n\nIndonesian version \nputih:baik\nmerah:jahat', 'WOY DIMANA VIDIO ASLI NYAAA GUE PERNAG KETEMU TAPI LUPA LOADINV VIDIO NYA:(', 'Kalau di indonesia, bawang merah itu jahat dan manja sedangkan bawang putih itu baik dan ramah', '🗿🗿', 'First?', 'film bawang putih bawang merah tahun 1959 di malaysia https://www.youtube.com/watch?v=7VNEsM_2G2M!  bila indonesia buat sinetron bawang putih bawang merah rakyat malaysia tidak pernah klaim pun tapi hanya kerana scene bawang putih dan bawang merah dari upin2 jadi terus fikir diklaim dari sinetron ya?']"
313,yZcyL40_Aic,"['Kasiha Ehsan 😌', 'Ehsan sent  to backrooms', 'Hes singing in jail and the guards will dance', 'Crime Betul-Betul', 'Betul-betul betul-betul', 'Mukanya upin-ipin buat gue emosi anjir', 'Bikin episode ketemu oopet', 'Selamat ditemukan hari ini', 'Di luar negara kita mesti jaga² bila menonton wayang pawagan 😊😊😊😁😁😁👌🏻👌🏻👌🏻 betul betul betul', 'Memang betul']"
314,altLr-uDSq0,"['Kenapa mat jenin belum pakai baju raja???\nDarimana mat jenin dapat rambut tuh???\nKesiannya mat jenin tak dapat beli tiket\nNahkoda ragam dikejar oleh perempuan\nTerpaksa dia di dslam air\nTerkejut si nakodah ragam', 'Kesian nakhoda ragam kena kerja dengan budak perempuan 🤣🤣', 'Nakhoda ragam memang kacak', 'kesian mat jenin hihihihihi', 'Itu kat brunei ke', 'F akhrul r azi', 'kapn di tayangkan di Tv', 'Tak sabarnya nonton upin&ipin kris siamang tungal betulbetulbutul', 'Kesian Mat Jenin 😂\nEdit: lagi kesian Nakhoda Ragam😂 Basah pasti dia tu', 'Kesian Mat Jenin 😂']"
315,9FpX2WnGVuM,"['Hebat2.. Cuma Harap lepas ni les copaque boleh buat animasi yang fokus dekat golongan dewasa plak macm anime2 japan', 'Ni astro', 'YANG DISLIKE SYIRIK AJA dr indonesia', '.', 'Yah like ke 96 dan comant ke 14', 'Lepak itu apa ada yang bisa jelasin lepak itu apa', 'Lu ngatain indon', 'Aku suka sama tontonan upin dan ipin yang suka like🖒👌', 'Yeyy', 'Upin ipin bila nak besar eh? boboiboy pun dah besar dah 😂😂']"
316,ozTvvW5LvGc,"['Raja Bersiong Jadi Satir Bilek : Gwejh Bisa Nyatirin Orang cuy😅☝️', 'kapan mainnya', 'cerammah', 'Nda  saber ni upin ipin', 'Tak sabar nya', '2019!!!!!!!!!!🔥🇲🇾❤️', 'Indonesia ada tak aku tak sabar laa', 'Mampus nak kena kumpul duit nak tengok Ejen Ali movie boboiboy movie 2 upin ipin keris siamang tunggal', '21 maret ... wah seuai dengan ulang tahunku 👏👏👏👏', 'Bikin lah juga upin ipin yang Sekolah Dasar yee']"
317,07n1szp5PA8,"['aku tengok', 'di indonesia tak ade', 'Sangat proud dengan all of u guyssss !!!', 'Saya dah tgk bestnya!!!!!!!!!!!!!!!!!!!!!!!!!!', 'Moga aja cepat tayang di indonesia', 'Di indonesia', 'Ini mulainya bln Maret atau mei', 'Menunggu di indonesi', 'Kapan Tayang. ? Indonesia Menunggu...', 'jaya upin ipin']"
318,-4aJ8viShrU,"['1 RUMPUN 1 BANGSA.... BERPIASA TIADA...', 'vbbuuii😭', 'terimakasih lescopaque salam dari lombok timur', 'Huaaaaaaa 😭😭😩', '🥺🥺', 'Upin Ipin baik sekali walaupun Malaysia dia peduli dengan Indonesia terima kasih Malaysia 🇮🇩♥️🇲🇾', 'Terima kasih Malaysia', 'Ya Allah kasian', 'Baik nya... Terima kasih', 'TERIMA KASIH UPIN IPIN TERIMA KASIH MALAYSIA']"
